,model_name,evaluation_mode,stock,V_i,V_f,profit,return,amean_return,gmean_return,rate_of_return,log_return,log_rate_of_return,daily_volatility,total_volatility,sharpe_ratio,value_at_risk_per_day,value_at_risk,tried_transactions,transactions,transactions_per_30_t
0,(*) Buy&Hold,,Deutsche Telekom,10000.0,13157.56,3157.56,0.31575603602722474,0.0016242022489473416,0.0011683902612049657,0.0011683902612049657,0.274411432759545,0.0011677082245087022,0.03048324141126042,0.4672992420604144,0.2726196557511153,-0.00039567011866542263,-0.1909808737910435,1,1,0.13
1,best_trained_on_bmw_d5,False,Deutsche Telekom,10000.0,8154.16,-1845.84,-0.18458447190998714,-0.0006077196029853878,-0.0008679526652592973,-0.0008679526652592973,-0.20405744525364342,-0.0008683295542708231,0.02318610394269169,0.3554362429039929,-1.0492614551259511,-0.001732093994453282,-0.32677891664426917,168,65,8.3
2,best_trained_on_bmw_d5,True,Deutsche Telekom,10000.0,9307.54,-692.46,-0.0692456933978283,2.6724644702738196e-05,-0.0003053148254139604,-0.0003053148254139604,-0.07175993921646265,-0.0003053614434743091,0.026108684254302728,0.40023855070489606,-0.643633079492446,-0.0014185799621825844,-0.3050214761384518,169,45,5.74
