Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,32.60145568847656,32.60145568847656,31.309326171875,31.408720016479492,18.52705192565918,112380
2000-01-04,31.458417892456055,31.458417892456055,29.61961555480957,30.215984344482422,17.8234920501709,81895
2000-01-05,29.420827865600586,29.917800903320312,28.824459075927734,29.818405151367188,17.588973999023438,121435
2000-01-06,30.215984344482422,30.81235122680664,29.917800903320312,30.613563537597656,18.058015823364258,60566
2000-01-07,31.110536575317383,31.806299209594727,30.911746978759766,31.508115768432617,18.585681915283203,81694
2000-01-10,31.806299209594727,32.10448455810547,31.408720016479492,31.7069034576416,18.70294189453125,98395
2000-01-11,31.7069034576416,31.7069034576416,31.7069034576416,31.7069034576416,18.70294189453125,0
2000-01-12,31.806299209594727,32.30327224731445,31.408720016479492,31.806299209594727,18.761571884155273,59057
2000-01-13,31.90569305419922,32.10448455810547,30.71295738220215,31.01114273071289,18.29253387451172,71532
2000-01-14,31.309326171875,31.60750961303711,30.81235122680664,30.81235122680664,18.17527198791504,73645
2000-01-17,31.408720016479492,31.806299209594727,31.110536575317383,31.806299209594727,18.761571884155273,58152
2000-01-18,31.806299209594727,32.005088806152344,30.81235122680664,31.309326171875,18.468421936035156,56944
2000-01-19,31.110536575317383,31.508115768432617,29.719011306762695,30.1364688873291,17.776592254638672,103023
2000-01-20,30.315378189086914,30.315378189086914,29.61961555480957,29.61961555480957,17.47171401977539,69722
2000-01-21,29.86810302734375,29.86810302734375,29.420827865600586,29.719011306762695,17.530344009399414,75154
2000-01-24,29.818405151367188,29.917800903320312,29.56991958618164,29.61961555480957,17.47171401977539,56542
2000-01-25,29.61961555480957,29.61961555480957,28.923852920532227,28.923852920532227,17.061304092407227,66804
2000-01-26,29.32143211364746,29.32143211364746,28.526273727416992,28.774761199951172,16.973360061645508,52618
2000-01-27,29.02324867248535,29.32143211364746,27.83051109313965,29.32143211364746,17.29582405090332,64087
2000-01-28,29.420827865600586,30.215984344482422,29.32143211364746,29.32143211364746,17.29582405090332,72941
2000-01-31,28.625669479370117,28.625669479370117,28.029300689697266,28.526273727416992,16.826786041259766,70124
2000-02-01,28.625669479370117,28.72506332397461,28.12869644165039,28.377182006835938,16.738840103149414,37728
2000-02-02,28.526273727416992,28.526273727416992,27.979604721069336,28.029300689697266,16.53363800048828,45978
2000-02-03,28.12869644165039,28.327484130859375,27.929906845092773,28.078998565673828,16.562952041625977,46883
2000-02-04,28.029300689697266,28.029300689697266,26.98565673828125,27.15462875366211,16.017696380615234,73243
2000-02-07,27.035354614257812,27.035354614257812,26.041406631469727,26.836565017700195,15.830076217651367,73243
2000-02-08,26.637775421142578,26.836565017700195,26.289894104003906,26.43898582458496,15.595556259155273,77871
2000-02-09,26.637775421142578,26.637775421142578,26.14080238342285,26.240196228027344,15.47829532623291,93767
2000-02-10,26.09110450744629,26.538381576538086,25.942012786865234,26.240196228027344,15.47829532623291,114794
2000-02-11,26.041406631469727,26.637775421142578,25.942012786865234,26.240196228027344,15.47829532623291,74551
2000-02-14,26.14080238342285,26.637775421142578,25.743223190307617,25.842618942260742,15.243778228759766,94974
2000-02-15,26.240196228027344,26.339590072631836,25.942012786865234,25.942012786865234,15.302408218383789,75959
2000-02-16,26.339590072631836,26.339590072631836,25.892314910888672,26.041406631469727,15.361035346984863,49499
2000-02-17,25.892314910888672,26.886262893676758,25.892314910888672,26.538381576538086,15.654191017150879,70124
2000-02-18,26.538381576538086,26.836565017700195,25.842618942260742,25.892314910888672,15.273092269897461,80789
2000-02-21,25.643829345703125,25.743223190307617,25.29594612121582,25.54443359375,15.067886352539062,94773
2000-02-22,25.445039749145508,26.041406631469727,25.365522384643555,25.49473762512207,15.038575172424316,132703
2000-02-23,25.345645904541016,25.345645904541016,23.45714569091797,23.655935287475586,13.953919410705566,172343
2000-02-24,23.55653953552246,24.05351448059082,22.214712142944336,22.413501739501953,13.221049308776855,227074
2000-02-25,22.562593460083008,23.55653953552246,22.562593460083008,23.25835609436035,13.719402313232422,171538
2000-02-28,23.655935287475586,23.755329132080078,22.960172653198242,23.655935287475586,13.953919410705566,121938
2000-02-29,23.80502700805664,24.252302169799805,23.55653953552246,23.55653953552246,13.895288467407227,73444
2000-03-01,24.35169792175293,24.550487518310547,23.45714569091797,23.45714569091797,13.836660385131836,145480
2000-03-02,24.35169792175293,24.35169792175293,23.55653953552246,24.252302169799805,14.305697441101074,175864
2000-03-03,24.64988136291504,24.74927520751953,23.854724884033203,23.854724884033203,14.071182250976562,99301
2000-03-06,24.550487518310547,24.550487518310547,23.655935287475586,23.655935287475586,13.953919410705566,107953
2000-03-07,24.05351448059082,24.05351448059082,23.387569427490234,23.407447814941406,13.807345390319824,71734
2000-03-08,23.357751846313477,23.705631256103516,23.158960342407227,23.705631256103516,13.983234405517578,112782
2000-03-09,24.152908325195312,24.35169792175293,23.655935287475586,23.755329132080078,14.012547492980957,122642
2000-03-10,24.302000045776367,24.302000045776367,23.50684356689453,23.55653953552246,13.895288467407227,98294
2000-03-13,24.35169792175293,24.35169792175293,23.854724884033203,24.232423782348633,14.293970108032227,102419
2000-03-14,24.64988136291504,25.24625015258789,24.550487518310547,24.94806671142578,14.716109275817871,113788
2000-03-15,25.445039749145508,26.240196228027344,24.94806671142578,25.643829345703125,15.126521110534668,144575
2000-03-16,26.637775421142578,26.82662582397461,26.14080238342285,26.68747329711914,15.742131233215332,155843
2000-03-17,27.83051109313965,27.83051109313965,26.43898582458496,26.538381576538086,15.654191017150879,109060
2000-03-20,27.432933807373047,27.432933807373047,26.09110450744629,26.09110450744629,15.390352249145508,74048
2000-03-21,26.339590072631836,26.588077545166016,25.942012786865234,26.09110450744629,15.390352249145508,39941
2000-03-22,26.339590072631836,26.339590072631836,25.345645904541016,25.643829345703125,15.126521110534668,73545
2000-03-23,25.942012786865234,26.38928985595703,25.743223190307617,26.041406631469727,15.361035346984863,62075
2000-03-24,27.035354614257812,27.2540225982666,26.538381576538086,26.68747329711914,15.742131233215332,82700
2000-03-27,27.333538055419922,27.53232765197754,26.14080238342285,26.538381576538086,15.654191017150879,96282
2000-03-28,26.836565017700195,27.134748458862305,26.538381576538086,26.73716926574707,15.771445274353027,75557
2000-03-29,26.93596076965332,27.035354614257812,26.68747329711914,26.886262893676758,15.859393119812012,42758
