episode,avg_reward,avg_loss
509.0,-264.5725559543919,755.3630563427384
510.0,-253.45148859797297,738.7893509489415
511.0,-267.30859375,911.3589454490761
512.0,-265.7217852618243,653.8862899779419
513.0,-248.54568728885135,1480.449464231934
514.0,-265.74934016047297,1476.1540666011824
515.0,-267.6665171030405,1297.5320336805758
516.0,-267.32981418918916,1441.3066597980817
517.0,-269.56086359797297,1457.2532322445984
518.0,-266.94269953547297,1282.9140204441728
519.0,-261.8574746621622,1216.5159255311999
520.0,-267.47487331081084,1481.721005869923
521.0,-268.1973448057432,1603.5174489962164
522.0,-268.48207875844594,1466.9429930418657
523.0,-267.4941142314189,1429.9288582294898
524.0,-264.1938872466216,1354.0653513976176
525.0,-268.9106841216216,1472.7408664707416
526.0,-264.2826224662162,1221.264293045381
527.0,-263.6314400337838,1520.3814419303978
528.0,-268.1386982685811,1330.0641698233205
529.0,-256.2529296875,815.6424889111055
530.0,-268.14490076013516,845.5026230678577
531.0,-264.6337626689189,827.6764537766215
532.0,-260.0233847128378,922.6278573094548
533.0,-267.07778188344594,997.2744279639651
534.0,-216.24474767736487,885.8278917619679
535.0,-264.8168021537162,819.0156748084084
536.0,-259.5683857685811,825.7391444732206
537.0,-254.00509396114865,851.4482264923663
538.0,-269.1776815878378,881.5382050921041
539.0,-261.89878061655406,934.008184614978
540.0,-265.7778188344595,740.8294914445606
541.0,-263.0530247043919,892.0395936624616
542.0,-265.31411000844594,939.7797298692554
543.0,-261.3121040962838,836.1027429308324
544.0,-269.0281619510135,1226.6180611753311
545.0,-261.95919552364865,906.9058341359735
546.0,-266.75942250844594,838.5071353642207
547.0,-267.54172825168916,1097.3754584045462
548.0,-266.6625844594595,886.0785693915958
549.0,-250.38320840371622,1022.28527854455
550.0,-262.5362119932432,971.3051242945116
551.0,-244.02071896114865,909.0040276801716
552.0,-262.5789432010135,1005.5779388901501
553.0,-247.13344594594594,932.9295564362667
554.0,-265.3079075168919,1146.4123360334422
555.0,-265.46911951013516,844.7580475903789
556.0,-247.28396853885135,1068.1671026706242
557.0,-267.02565456081084,1000.4415769636258
558.0,-260.9412742820946,773.225398454918
559.0,-265.03689822635135,707.3771550882019
560.0,-266.8282041807432,786.7317584047677
561.0,-252.05869932432432,1434.4554586477163
562.0,-268.4195259712838,1641.6841864210949
563.0,-262.03064294763516,1716.8185254950029
564.0,-268.7660472972973,1225.8475118527729
565.0,-257.58630701013516,1455.8868973610477
566.0,-266.9913692989865,1502.713145366508
567.0,-252.28845544763513,1728.5883693959374
568.0,-265.72917546452703,1051.6748878083542
569.0,-259.22632495777026,975.3465707826199
570.0,-246.21275865709458,1342.921706906706
571.0,-229.95404877533784,1778.531044343451
572.0,-256.625,1396.1842268055614
573.0,-269.10710515202703,1353.8796367051782
574.0,-268.4261771537162,1299.6471551510024
575.0,-254.93731524493242,1993.9763884831564
576.0,-262.77071896114865,1635.834326612593
577.0,-257.50451330236484,2162.7303738488567
578.0,-269.0526288006757,2011.3289318208797
579.0,-267.9359427787162,1643.234274688241
580.0,-264.5884448902027,2205.5054279946926
581.0,-255.34359163851352,2020.3614671354444
582.0,-266.28106524493245,2256.3715933045796
583.0,-219.58193887246622,1593.8411393109618
584.0,-265.83723078547297,1849.1961342781071
585.0,-267.61797930743245,2583.737018028183
586.0,-267.8816775760135,2204.494080452041
587.0,-254.31746199324326,2002.426186409067
588.0,-262.57844172297297,2280.8403070654354
589.0,-259.25514674831084,2647.3060206627724
590.0,-245.64500633445945,2277.1999484242597
591.0,-267.3158255912162,2194.9239786528387
592.0,-266.25509396114865,2255.3066998379527
593.0,-267.4799672719595,1618.208288107493
594.0,-264.5164959881757,1156.3255764555443
595.0,-239.6477512668919,1465.012718682182
596.0,-261.2978515625,1458.0189633321158
597.0,-266.28932643581084,1092.4079167492607
598.0,-266.2472286739865,1379.384340528182
599.0,-255.85232791385135,921.9361104239345
600.0,-266.2475717905405,962.7209217822373
601.0,-250.08802259290542,1342.219083789689
602.0,-265.7738597972973,1259.4146713006032
603.0,-246.97790857263513,1225.7502717175144
604.0,-241.00063344594594,1234.7191033740146
605.0,-267.05740603885135,1515.3007391717836
606.0,-265.82068201013516,1184.5361726917756
607.0,-265.4823954814189,1020.4557649799433
608.0,-263.5180796030405,1222.808582774668
609.0,-267.0088154560811,1720.3272264060495
610.0,-247.33588471283784,1761.945571747132
611.0,-266.4663745777027,1490.2844000413322
612.0,-264.1722972972973,1381.4503640678324
613.0,-255.97331608952703,1742.7984057574424
614.0,-257.8605099239865,1566.1388603799503
615.0,-267.3761085304054,1682.0033621494053
616.0,-265.6704233530405,1736.2929360866387
617.0,-256.6357157939189,1631.938663054465
618.0,-262.8491342905405,1520.8136016118012
619.0,-264.4090213260135,1493.9847545621842
620.0,-259.8980415962838,1274.4691648538853
621.0,-263.53006228885135,1471.8823162062038
622.0,-263.0623944256757,1458.0085172952327
623.0,-258.5962837837838,1389.8051197823697
624.0,-263.4823690878378,1606.6882372648508
625.0,-259.8123944256757,1704.7992909778986
626.0,-249.67823585304055,1971.0717825456238
627.0,-254.28882495777026,1742.0579344149367
628.0,-260.8555479307432,1640.1290442507527
629.0,-255.1812183277027,1633.4823519771053
630.0,-260.9604624155405,1881.9730147214927
631.0,-263.97526921452703,2075.050892859549
632.0,-261.1870249155405,2224.7354125370116
633.0,-253.16144953547297,1563.6967239739577
634.0,-248.38305004222974,2123.2309332806626
635.0,-268.0254170185811,1549.4823301818587
636.0,-261.3212098817568,1490.3193288875107
637.0,-266.1229413006757,1557.143097771852
638.0,-267.92931798986484,1810.9249917882823
639.0,-251.44119510135135,2167.361875169577
640.0,-263.2452491554054,1920.240153648682
641.0,-247.0495407516892,1318.7176085442222
642.0,-268.08567356418916,1259.4681974583589
643.0,-251.3154032939189,1232.408996110648
644.0,-254.42335304054055,1428.2204707405524
645.0,-261.23851879222974,1239.8561541730073
646.0,-265.3747096706081,1396.7032307194781
647.0,-263.27766047297297,933.3848532171057
648.0,-264.0810019003378,1053.8260603214837
649.0,-257.14719700168916,1176.8614490950633
650.0,-266.8090160472973,1365.1861795266855
651.0,-267.1227565456081,1305.5270607399668
652.0,-258.7804317989865,1520.8860744271155
653.0,-265.83142419763516,1133.4733236725904
654.0,-266.5316722972973,1255.1510791405346
655.0,-259.24841638513516,1423.4301150757813
656.0,-265.27415012668916,1202.7500621472657
657.0,-263.68100717905406,2698.194082871652
658.0,-265.74543391047297,2334.0424789650283
659.0,-260.6524757179054,2521.6449461856973
660.0,-260.34021326013516,2149.633156995628
661.0,-260.6905616554054,2193.2761596147325
662.0,-267.6838840793919,1521.2140774715074
