Date,Open,High,Low,Close,Adj Close,Volume
2001-02-05,362.0,375.0,355.5,373.0,222.2574005126953,572400.0
2001-02-06,378.0,390.29998779296875,378.0,388.5,231.4932861328125,98100.0
2001-02-07,386.0,386.5,375.5,379.5,226.13052368164062,29900.0
2001-02-08,377.0,384.0,375.5,380.70001220703125,226.8455047607422,21100.0
2001-02-09,380.0,381.20001220703125,365.5,374.0,222.853271484375,17100.0
2001-02-12,371.0,373.6000061035156,367.20001220703125,367.20001220703125,218.80140686035156,8500.0
2001-02-13,370.0,372.0,370.0,371.0,221.06568908691406,7800.0
2001-02-14,370.0,372.0,368.0,370.3999938964844,220.7081298828125,10900.0
2001-02-15,370.0,371.5,369.0,369.20001220703125,219.9931182861328,5100.0
2001-02-16,369.0,375.5,369.0,372.0,221.6614990234375,8700.0
2001-02-19,371.0,373.5,370.20001220703125,372.0,221.6614990234375,5600.0
2001-02-20,371.5,378.29998779296875,370.70001220703125,375.29998779296875,223.62783813476562,6900.0
2001-02-21,377.0,388.0,377.0,386.0,230.00357055664062,9300.0
2001-02-22,385.0,386.5,381.0,382.0,227.62017822265625,4000.0
2001-02-23,383.1000061035156,386.5,381.0,381.0,227.02430725097656,4000.0
2001-02-26,380.5,385.0,376.0,381.29998779296875,227.2030792236328,6400.0
2001-02-27,378.0,383.0,377.5,381.0,227.02430725097656,5100.0
2001-02-28,380.0,386.0,377.0,378.0,225.2367401123047,8300.0
2001-03-01,379.0,380.0,376.0,376.5,224.3428955078125,6200.0
2001-03-02,377.0,380.0,375.5,379.0,225.83253479003906,7500.0
2001-03-05,383.0,383.29998779296875,379.0,380.0,226.42843627929688,2700.0
2001-03-06,379.0,380.5,377.0,377.0,224.64088439941406,6400.0
2001-03-07,376.0,379.5,376.0,377.0,224.64088439941406,2900.0
2001-03-08,376.5,376.5,369.5,370.5,220.7677001953125,9500.0
2001-03-09,371.0,371.0,370.0,370.0,220.4697723388672,1900.0
2001-03-12,370.20001220703125,370.5,360.20001220703125,361.70001220703125,215.524169921875,7300.0
2001-03-13,359.0,359.0,352.0,352.70001220703125,210.161376953125,6700.0
2001-03-14,352.70001220703125,352.70001220703125,352.70001220703125,352.70001220703125,210.161376953125,0.0
2001-03-15,338.0,339.0,319.0,331.0,197.23106384277344,6600.0
2001-03-16,328.0,328.1000061035156,313.0,324.0,193.06004333496094,8200.0
