Date,Open,High,Low,Close,Adj Close,Volume
2007-12-28,146.0,148.27000427246094,146.0,148.0800018310547,72.39421081542969,19369
2008-01-02,147.9499969482422,148.89999389648438,145.10000610351562,145.42999267578125,71.09867095947266,16409
2008-01-03,145.6999969482422,146.1199951171875,143.60000610351562,144.61000061035156,70.69778442382812,17001
2008-01-04,144.89999389648438,144.89999389648438,140.86000061035156,141.75,69.299560546875,14163
2008-01-07,142.00999450683594,142.58999633789062,139.50999450683594,139.9600067138672,68.42446899414062,17488
2008-01-08,140.5,141.42999267578125,139.22000122070312,139.7899932861328,68.34135437011719,13942
2008-01-09,139.8000030517578,140.1199951171875,138.3000030517578,138.35000610351562,67.6373519897461,15034
2008-01-10,139.60000610351562,140.32000732421875,138.63999938964844,139.05999755859375,67.98445892333984,17189
2008-01-11,139.1999969482422,141.4199981689453,139.1999969482422,139.50999450683594,68.20445251464844,10903
2008-01-14,139.39999389648438,144.05999755859375,139.3000030517578,143.3699951171875,70.09156036376953,11530
2008-01-15,143.5,143.86000061035156,140.6999969482422,141.27000427246094,69.06489562988281,20477
2008-01-16,140.10000610351562,143.39999389648438,138.92999267578125,142.22999572753906,69.53422546386719,24349
2008-01-17,143.0,144.38999938964844,139.8000030517578,139.8000030517578,68.34623718261719,24738
2008-01-18,140.8000030517578,141.25,131.33999633789062,131.92999267578125,64.49869537353516,66083
2008-01-21,130.5,130.55999755859375,119.5,120.0,58.66630172729492,149408
2008-01-22,113.0,122.79000091552734,109.02999877929688,120.37999725341797,58.8520622253418,166341
2008-01-23,123.0,124.37000274658203,109.80000305175781,111.9000015258789,54.70632553100586,113106
2008-01-24,119.30000305175781,126.0999984741211,117.55000305175781,124.23999786376953,60.73917007446289,92754
2008-01-25,129.5,129.5,119.44000244140625,119.6500015258789,58.49518966674805,80606
2008-01-28,119.9000015258789,124.66999816894531,119.0999984741211,124.66999816894531,60.94939041137695,30072
2008-01-29,125.0,126.30000305175781,122.80999755859375,123.22000122070312,60.240516662597656,24096
2008-01-30,124.0,124.0,121.19000244140625,121.4800033569336,59.389835357666016,20994
2008-01-31,121.19999694824219,121.22000122070312,115.62999725341797,120.19999694824219,58.76408004760742,57214
2008-02-01,120.19999694824219,124.38999938964844,120.13999938964844,122.0,59.644065856933594,31356
2008-02-04,123.0,123.0,118.48999786376953,119.52999877929688,58.436527252197266,32297
2008-02-05,119.80000305175781,119.80000305175781,115.0199966430664,115.02999877929688,56.236534118652344,39683
