,model_name,evaluation_mode,stock,V_i,V_f,profit,return,amean_return,gmean_return,rate_of_return,log_return,log_rate_of_return,daily_volatility,total_volatility,sharpe_ratio,value_at_risk_per_day,value_at_risk,tried_transactions,transactions,transactions_per_30_t
0,(*) Buy&Hold,,Deutsche Telekom,10000.0,14233.77,4233.77,0.42337724313863256,0.0074233045056601886,0.0060015372902624264,0.0060015372902624264,0.3530323880768765,0.005983599797913161,0.05421691029132247,0.41644798994676535,0.9567034846045536,0.0008411490613343632,-0.038202560538714736,1,1,0.51
1,best_trained_on_dt__d20,False,Deutsche Telekom,10000.0,9348.36,-651.64,-0.0651642348876967,-0.00043982900587854085,-0.001141456811639463,-0.001141456811639463,-0.06738441740842631,-0.0011421087696343443,0.03871396151586867,0.2973675808807636,-0.3030735045856735,-0.0035625251096430117,-0.19123676217099816,38,11,5.59
2,best_trained_on_dt__d20,True,Deutsche Telekom,10000.0,13007.4,3007.4,0.3007400583172353,0.0058220635835850125,0.004466442888895417,0.004466442888895417,0.2629333781202326,0.004456497934241231,0.05300100763404736,0.4071084644210145,0.6774117524415683,-0.0003908526100475634,-0.09430736700638492,41,3,1.53
