Date,open,high,low,close,mean_candle,label,action,%body,%upper-shadow,%lower-shadow,MA,trend,open_norm,high_norm,low_norm,close_norm
2019-01-02,70.5,70.5,68.8499984741211,56.04957580566406,56.04957580566406,[],None,8.757824746033874,0.0,-7.757824746033874,,0,0.6279792440930003,0.5916258386265101,0.5572835401654577,0.4625588070088549
2019-01-03,69.33999633789062,69.75,69.06999969482422,55.41873550415039,55.41873550415039,[],None,20.47243321477858,0.6029462913305433,-20.075379506109122,,0,0.5678754250274589,0.550842811474956,0.5686884758970074,0.41861901773363774
2019-01-04,69.80000305175781,71.91000366210938,69.80000305175781,57.42306518554688,57.42306518554688,['three black crows'],None,5.865845633167243,1.0,-5.865845633167243,,0,0.5917099707296094,0.6682981288073067,0.6065320903234839,0.5582261792090621
2019-01-07,71.29000091552734,72.62000274658203,71.29000091552734,57.990028381347656,57.990028381347656,['three black crows'],None,9.99996558172619,1.0,-9.99996558172619,,0,0.6689119356347888,0.706906011393476,0.6837740702639912,0.5977167496284119
2019-01-08,71.91999816894531,73.0999984741211,71.6500015258789,57.742469787597656,57.742469787597656,['three black crows'],None,9.777626358824334,0.8137950266766287,-9.591421385500963,,0,0.7015542816618403,0.7330069164452837,0.7024366204591952,0.5804736020099996
2019-01-09,73.0999984741211,73.70999908447266,72.68000030517578,58.17369079589844,58.17369079589844,['three black crows'],None,14.49157802731771,0.5922343041687653,-14.083812331486474,,0,0.7626941962640079,0.7661771450511932,0.755832096374792,0.6105093498693535
2019-01-10,72.56999969482422,72.66999816894531,72.08000183105469,57.83830261230469,57.83830261230469,['three black crows'],None,24.969133088501525,0.16948999120674493,-24.13862307970827,,0,0.7352331185309504,0.7096246309504028,0.7247279778862268,0.5871486259632448
2019-01-11,72.79000091552734,72.79000091552734,71.0,57.343204498291016,57.343204498291016,['three black crows'],None,8.629490791453378,0.0,-7.629490791453377,,0,0.7466321459609966,0.7161500646465577,0.6687403273006143,0.5526636592480245
2019-01-14,71.44999694824219,71.86000061035156,71.22000122070312,57.13559722900391,57.13559722900391,['three black crows'],None,22.366270891447908,0.640631332999547,-22.006902224447455,,0,0.6772018858440929,0.6655790943839741,0.680145263032164,0.5382032329838973
2019-01-15,72.29000091552734,73.19999694824219,71.19999694824219,57.27133941650391,57.27133941650391,['three black crows'],None,7.509330749511715,0.4549980163574219,-6.964328765869137,,0,0.7207254091855941,0.7384445704255431,0.6791082349600277,0.5476580555438946
2019-01-16,71.87000274658203,71.87000274658203,71.19999694824219,57.15953826904297,57.15953826904297,['three black crows'],None,21.955727120554776,0.0,-20.955727120554776,,0,0.6989638451675595,0.6661229842419218,0.6791082349600277,0.5398707933027631
2019-01-17,71.3499984741211,71.38999938964844,70.5999984741211,56.82416534423828,56.82416534423828,['three black crows'],None,18.387109235419665,0.05063401160825519,-17.43774324702792,,0,0.6720206175500989,0.6400216643237084,0.6480041164714625,0.5165111322139384
2019-01-18,71.76000213623047,73.55000305175781,71.76000213623047,58.56497573852539,58.56497573852539,['three black crows'],None,7.371519356914828,1.0,-7.371519356914828,,0,0.6932643314525362,0.7574769816560596,0.7081390883249701,0.6377634391917057
2019-01-21,73.37999725341797,73.48999786376953,72.80999755859375,58.43721008300781,58.43721008300781,['three black crows'],None,21.97467715333954,0.16176553085976506,-21.136442684199306,,0,0.7772019056093646,0.7542140573747793,0.7625711968023778,0.6288642043670096
2019-01-22,72.83999633789062,72.86000061035156,72.41999816894531,58.18167495727539,58.18167495727539,['three black crows'],None,33.31418192537107,0.045464003329171866,-32.35964592870024,,0,0.7492225824552778,0.7199564639193796,0.7423535000092945,0.6110654690132966
2019-01-23,72.68000030517578,72.68000030517578,71.7300033569336,57.59873962402344,57.59873962402344,['three black crows'],None,15.87506223999743,0.0,-14.87506223999743,,0,0.7409326322459733,0.7101685208083506,0.7065839417270907,0.570462394601738
2019-01-24,72.37999725341797,73.22000122070312,72.37999725341797,58.18965911865234,58.18965911865234,['three black crows'],None,16.89317989845688,1.0,-16.89317989845688,,0,0.7253884320585593,0.7395323501414381,0.7402798393753467,0.6116215881572389
2019-01-25,73.69999694824219,74.70999908447266,73.55000305175781,59.41941833496094,59.41941833496094,['three black crows'],None,12.310885736271976,0.8706944745894254,-12.181580210861402,,0,0.7937822013334048,0.8205545145865987,0.8009333252649227,0.6972777529491854
2019-01-28,74.97000122070312,74.97000122070312,73.7300033569336,59.24373626708984,59.24373626708984,['three black crows'],None,12.682493585760085,0.0,-11.682493585760085,,0,0.8595855341139695,0.8346927468283978,0.8102646003625247,0.6850410061478662
2019-01-29,74.08999633789062,74.30000305175781,73.18000030517578,59.06007385253906,59.06007385253906,['three black crows'],None,13.419540738823304,0.18750553470344208,-12.607046273526747,57.7532600402832,0,0.8139894243937844,0.7982600088076133,0.7817522610336503,0.6722484059069256
2019-01-30,73.63999938964844,73.81999969482422,73.23999786376953,58.6368408203125,58.6368408203125,['three black crows'],None,25.867433111467733,0.3103443739970009,-25.177777485464734,57.882623291015626,0,0.7906735194180947,0.7721586888894008,0.7848625542294094,0.6427690428958366
2019-01-31,74.01000213623047,74.01000213623047,72.48999786376953,58.86842727661133,58.86842727661133,['three black crows'],None,9.961534407468754,0.0,-8.961534407468754,58.05510787963867,0,0.8098446469418481,0.7824905218583771,0.7459823072411216,0.6588996865220418
2019-02-01,73.58999633789062,74.41999816894531,73.44999694824219,59.05208206176758,59.05208206176758,['three black crows'],None,14.987521629699543,0.8556709139531226,-14.843192543652666,58.13655872344971,0,0.788082687618382,0.8047850276373625,0.7957489759248908,0.6716917553543409
2019-02-04,74.44999694824219,74.44999694824219,72.93000030517578,58.405269622802734,58.405269622802734,['three black crows'],None,10.555764973974672,0.0,-9.555764973974672,58.15732078552246,0,0.8326423064965089,0.8064162823447996,0.7687921787042211,0.6266394620869162
