Date,Open,High,Low,Close,Volume,Adj Close
2019-01-02,37.900001525878906,38.43000030517578,37.84000015258789,35.065391540527344,1434,35.065391540527344
2019-01-03,38.189998626708984,38.189998626708984,36.529998779296875,33.33173751831055,313,33.33173751831055
2019-01-04,37.0,38.529998779296875,37.0,35.15663528442383,462,35.15663528442383
2019-01-07,39.029998779296875,39.029998779296875,38.2599983215332,34.910274505615234,106,34.910274505615234
2019-01-08,38.58000183105469,39.61000061035156,38.58000183105469,35.977840423583984,115,35.977840423583984
2019-01-09,39.439998626708984,40.369998931884766,39.439998626708984,36.83553695678711,200,36.83553695678711
2019-01-10,40.02000045776367,40.02000045776367,39.959999084472656,36.4614372253418,100,36.4614372253418
2019-01-11,40.25,40.25,40.25,36.726051330566406,10,36.726051330566406
2019-01-14,40.630001068115234,40.630001068115234,40.279998779296875,36.75341796875,628,36.75341796875
2019-01-15,40.099998474121094,40.099998474121094,39.86000061035156,36.37019348144531,117,36.37019348144531
2019-01-16,40.060001373291016,40.060001373291016,40.060001373291016,36.55268478393555,0,36.55268478393555
2019-01-17,39.540000915527344,39.540000915527344,39.540000915527344,36.078208923339844,0,36.078208923339844
2019-01-18,39.900001525878906,41.529998779296875,39.900001525878906,37.893985748291016,23,37.893985748291016
2019-01-21,43.38999938964844,43.38999938964844,43.0,39.3630256652832,606,39.3630256652832
2019-01-22,41.470001220703125,41.86000061035156,41.470001220703125,38.18596267700195,25,38.18596267700195
2019-01-23,41.56999969482422,42.29999923706055,41.56999969482422,38.5965690612793,45,38.5965690612793
2019-01-24,41.900001525878906,42.18000030517578,41.900001525878906,38.4870719909668,786,38.4870719909668
2019-01-25,41.83000183105469,41.93000030517578,41.75,38.094722747802734,39,38.094722747802734
2019-01-28,41.38999938964844,41.38999938964844,41.38999938964844,37.766239166259766,0,37.766239166259766
2019-01-29,41.650001525878906,41.650001525878906,41.650001525878906,38.003475189208984,12,38.003475189208984
2019-01-30,41.279998779296875,41.86000061035156,41.279998779296875,38.19508743286133,20,38.19508743286133
2019-01-31,42.18000030517578,42.18000030517578,41.29999923706055,37.684120178222656,70,37.684120178222656
2019-02-01,41.150001525878906,41.150001525878906,41.150001525878906,37.5472526550293,0,37.5472526550293
2019-02-04,41.65999984741211,41.65999984741211,41.65999984741211,38.01259994506836,0,38.01259994506836
2019-02-05,42.36000061035156,43.119998931884766,42.36000061035156,39.21703338623047,1538,39.21703338623047
2019-02-06,43.0,43.0,42.70000076293945,39.052791595458984,182,39.052791595458984
2019-02-07,42.33000183105469,42.33000183105469,42.33000183105469,38.62394332885742,0,38.62394332885742
2019-02-08,41.5099983215332,41.560001373291016,40.43000030517578,36.890289306640625,158,36.890289306640625
2019-02-11,41.5,41.5,41.47999954223633,37.84836196899414,50,37.84836196899414
2019-02-12,41.400001525878906,41.400001525878906,41.400001525878906,37.77536392211914,0,37.77536392211914
2019-02-13,42.5,42.5,42.5,38.779056549072266,0,38.779056549072266
2019-02-14,42.36000061035156,42.880001068115234,42.36000061035156,39.125789642333984,10,39.125789642333984
2019-02-15,42.4900016784668,42.4900016784668,42.4900016784668,38.76993179321289,0,38.76993179321289
2019-02-18,43.290000915527344,43.650001525878906,43.290000915527344,39.82837677001953,230,39.82837677001953
2019-02-19,44.0,44.0,44.0,40.14773178100586,50,40.14773178100586
2019-02-20,43.470001220703125,43.470001220703125,43.29999923706055,39.50901794433594,13,39.50901794433594
2019-02-21,43.9900016784668,43.9900016784668,43.9900016784668,40.138607025146484,0,40.138607025146484
2019-02-22,43.779998779296875,44.40999984741211,43.779998779296875,40.52183151245117,189,40.52183151245117
2019-02-25,44.06999969482422,44.06999969482422,43.90999984741211,40.06560516357422,232,40.06560516357422
2019-02-26,43.560001373291016,43.95000076293945,43.560001373291016,40.102108001708984,200,40.102108001708984
2019-02-27,44.0,44.0,43.88999938964844,40.047359466552734,60,40.047359466552734
2019-02-28,43.290000915527344,43.290000915527344,43.290000915527344,39.49989318847656,0,39.49989318847656
2019-03-01,43.709999084472656,44.279998779296875,43.709999084472656,40.40321350097656,50,40.40321350097656
2019-03-04,44.27000045776367,44.54999923706055,44.27000045776367,40.649574279785156,400,40.649574279785156
2019-03-05,44.400001525878906,44.59000015258789,44.400001525878906,40.686073303222656,2,40.686073303222656
2019-03-06,45.58000183105469,46.5099983215332,45.58000183105469,42.12773895263672,805,42.12773895263672
2019-03-07,45.40999984741211,45.47999954223633,45.290000915527344,41.49815368652344,167,41.49815368652344
2019-03-08,45.02000045776367,45.02000045776367,44.779998779296875,40.90506362915039,210,40.90506362915039
2019-03-11,44.41999816894531,44.41999816894531,44.41999816894531,40.53096008300781,0,40.53096008300781
2019-03-12,45.5099983215332,46.15999984741211,45.5099983215332,42.118621826171875,165,42.118621826171875
2019-03-13,45.77000045776367,46.15999984741211,45.77000045776367,42.118621826171875,20,42.118621826171875
2019-03-14,46.16999816894531,46.77000045776367,46.16999816894531,42.67521667480469,50,42.67521667480469
2019-03-15,46.529998779296875,47.0,46.529998779296875,42.88507843017578,198,42.88507843017578
2019-03-18,47.29999923706055,47.29999923706055,47.29999923706055,43.158809661865234,50,43.158809661865234
2019-03-19,47.36000061035156,47.529998779296875,47.36000061035156,43.36866760253906,52,43.36866760253906
2019-03-20,47.130001068115234,47.130001068115234,47.130001068115234,43.003692626953125,0,43.003692626953125
2019-03-21,46.720001220703125,46.720001220703125,46.720001220703125,42.62959289550781,0,42.62959289550781
2019-03-22,47.2400016784668,47.2400016784668,45.599998474121094,41.60764694213867,150,41.60764694213867
2019-03-25,45.58000183105469,45.58000183105469,45.58000183105469,41.58940124511719,0,41.58940124511719
2019-03-26,45.22999954223633,45.22999954223633,45.189998626708984,41.23353958129883,100,41.23353958129883
2019-03-27,45.27000045776367,45.27000045776367,45.02000045776367,41.078426361083984,50,41.078426361083984
2019-03-28,45.0099983215332,45.290000915527344,45.0099983215332,41.32478713989258,100,41.32478713989258
2019-03-29,45.11000061035156,45.45000076293945,45.11000061035156,41.45252990722656,105,41.45252990722656
2019-04-01,46.2599983215332,46.75,46.2599983215332,42.65696334838867,50,42.65696334838867
2019-04-02,47.15999984741211,47.22999954223633,47.15999984741211,43.09493637084961,150,43.09493637084961
2019-04-03,47.279998779296875,47.54999923706055,47.279998779296875,43.38692092895508,200,43.38692092895508
2019-04-04,47.2400016784668,47.5099983215332,47.2400016784668,43.35042190551758,120,43.35042190551758
2019-04-05,47.45000076293945,47.91999816894531,47.45000076293945,43.724525451660156,12,43.724525451660156
2019-04-08,47.709999084472656,47.720001220703125,47.5099983215332,43.54203796386719,237,43.54203796386719
2019-04-09,47.43000030517578,47.43000030517578,47.189998626708984,43.05843734741211,80,43.05843734741211
2019-04-10,46.77000045776367,47.08000183105469,46.77000045776367,42.958072662353516,300,42.958072662353516
2019-04-11,46.91999816894531,46.91999816894531,46.91999816894531,42.81207275390625,0,42.81207275390625
2019-04-12,47.029998779296875,47.689998626708984,47.029998779296875,43.51466369628906,525,43.51466369628906
2019-04-15,47.439998626708984,47.869998931884766,47.439998626708984,43.67890167236328,106,43.67890167236328
2019-04-16,47.79999923706055,47.79999923706055,47.79999923706055,43.615028381347656,0,43.615028381347656
2019-04-17,49.11000061035156,49.47999954223633,49.0099983215332,44.719093322753906,265,44.719093322753906
2019-04-18,48.13999938964844,48.13999938964844,48.13999938964844,43.92526626586914,0,43.92526626586914
2019-04-23,48.2400016784668,48.599998474121094,48.2400016784668,44.34498977661133,20,44.34498977661133
2019-04-24,48.58000183105469,48.66999816894531,48.58000183105469,44.40886306762695,5,44.40886306762695
2019-04-25,48.16999816894531,48.16999816894531,47.5,43.3412971496582,33,43.3412971496582
2019-04-26,47.439998626708984,47.439998626708984,47.310001373291016,43.167930603027344,35,43.167930603027344
2019-04-29,47.52000045776367,47.52000045776367,47.52000045776367,43.35954666137695,20,43.35954666137695
2019-04-30,47.689998626708984,47.689998626708984,47.689998626708984,43.51466369628906,0,43.51466369628906
2019-05-02,48.0,48.0,47.70000076293945,43.5237922668457,100,43.5237922668457
2019-05-03,47.52000045776367,47.52000045776367,47.52000045776367,43.35954666137695,0,43.35954666137695
2019-05-06,47.060001373291016,47.060001373291016,46.810001373291016,42.71171188354492,122,42.71171188354492
2019-05-07,47.0,47.209999084472656,46.16999816894531,42.12773895263672,129,42.12773895263672
2019-05-08,46.15999984741211,46.58000183105469,46.15999984741211,42.50184631347656,25,42.50184631347656
2019-05-09,46.93000030517578,46.93000030517578,46.93000030517578,42.821205139160156,0,42.821205139160156
2019-05-10,44.91999816894531,44.91999816894531,44.91999816894531,40.9871826171875,0,40.9871826171875
2019-05-13,45.13999938964844,45.13999938964844,44.599998474121094,40.69519805908203,200,40.69519805908203
2019-05-14,44.099998474121094,44.099998474121094,44.099998474121094,40.23897171020508,0,40.23897171020508
2019-05-15,44.95000076293945,44.9900016784668,44.95000076293945,41.051055908203125,2,41.051055908203125
2019-05-16,44.68000030517578,45.84000015258789,44.68000030517578,41.826637268066406,22,41.826637268066406
2019-05-17,45.349998474121094,45.349998474121094,45.349998474121094,41.37953567504883,0,41.37953567504883
2019-05-20,45.04999923706055,45.04999923706055,44.9900016784668,41.051055908203125,5,41.051055908203125
2019-05-21,44.599998474121094,45.540000915527344,44.599998474121094,41.26091766357422,251,41.26091766357422
2019-05-22,45.16999816894531,45.630001068115234,45.16999816894531,41.63502502441406,220,41.63502502441406
2019-05-23,45.119998931884766,45.119998931884766,44.61000061035156,40.704322814941406,11,40.704322814941406
2019-05-24,44.279998779296875,44.279998779296875,44.279998779296875,40.40321350097656,0,40.40321350097656
